LocationId,Name,Description,Location,Date,LineColor
1484513,PW-604,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9771000,40.4570600,0 -79.9771100,40.4570600,0</coordinates></LineString>",1/18/2015 10:39:19 PM,#838A00
1484515,PW-615,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9776500,40.4572800,0 -79.9768000,40.4578700,0 -79.9764300,40.4575300,0 -79.9756000,40.4568600,0 -79.9747900,40.4561700,0 -79.9746000,40.4563200,0 -79.9744100,40.4564300,0 -79.9742400,40.4564800,0 -79.9740800,40.4564700,0 -79.9739600,40.4564500,0 -79.9737800,40.4563600,0 -79.9737300,40.4563100,0</coordinates></LineString>",1/18/2015 10:39:27 PM,#838A00
1484516,PW-603,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9757700,40.4570000,0 -79.9752700,40.4565800,0 -79.9749400,40.4562900,0 -79.9746500,40.4565000,0 -79.9733200,40.4574200,0 -79.9721200,40.4582500,0 -79.9714700,40.4587000,0</coordinates></LineString>",1/18/2015 10:39:33 PM,#838A00
1484517,PW-217,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9086900,40.4571700,0 -79.9090700,40.4572700,0 -79.9105500,40.4578200,0</coordinates></LineString>",1/18/2015 10:39:46 PM,#838A00
1484520,PW-403,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9958500,40.4138000,0 -79.9970400,40.4137900,0 -79.9970400,40.4141800,0 -79.9968700,40.4141900,0 -79.9963600,40.4142000,0</coordinates></LineString>",1/18/2015 10:40:14 PM,#838A00
1484519,PW-206,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.8975900,40.4546500,0 -79.8952500,40.4541000,0 -79.8916300,40.4532900,0</coordinates></LineString>",1/18/2015 10:40:15 PM,#838A00
1484521,PW-615,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9737300,40.4563100,0 -79.9738600,40.4564000,0 -79.9740300,40.4564600,0 -79.9741900,40.4564800,0 -79.9743100,40.4564700,0 -79.9746000,40.4563200,0 -79.9747900,40.4561700,0 -79.9746400,40.4560700,0 -79.9744700,40.4559400,0 -79.9743000,40.4558100,0 -79.9740300,40.4559700,0 -79.9736900,40.4562000,0 -79.9736700,40.4562200,0</coordinates></LineString>",1/18/2015 10:40:28 PM,#838A00
1484522,PW-603,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9714700,40.4587000,0 -79.9681700,40.4609400,0 -79.9674700,40.4614400,0 -79.9672700,40.4615400,0 -79.9671000,40.4615900,0 -79.9667300,40.4616200,0</coordinates></LineString>",1/18/2015 10:40:34 PM,#838A00
1484523,PW-217,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9105500,40.4578200,0 -79.9108400,40.4579300,0 -79.9107400,40.4584200,0 -79.9105400,40.4593300,0 -79.9098500,40.4591200,0</coordinates></LineString>",1/18/2015 10:40:47 PM,#838A00
1484525,PW-403,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9963600,40.4142000,0 -79.9922500,40.4143200,0</coordinates></LineString>",1/18/2015 10:41:14 PM,#838A00
1484526,PW-206,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.8916300,40.4532900,0 -79.8886000,40.4526000,0 -79.8857400,40.4519400,0</coordinates></LineString>",1/18/2015 10:41:16 PM,#838A00
1484527,PW-615,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9736700,40.4562200,0 -79.9737600,40.4561500,0 -79.9742800,40.4558200,0 -79.9743200,40.4558200,0 -79.9745600,40.4560100,0 -79.9747900,40.4561700,0 -79.9746000,40.4563200,0 -79.9744100,40.4564300,0 -79.9742400,40.4564800,0 -79.9740800,40.4564700,0 -79.9739600,40.4564500,0 -79.9737800,40.4563600,0 -79.9736400,40.4562400,0 -79.9730900,40.4557300,0 -79.9729900,40.4556400,0 -79.9728900,40.4556000,0 -79.9727300,40.4557300,0 -79.9723700,40.4559300,0 -79.9718400,40.4561700,0 -79.9714600,40.4563000,0 -79.9710600,40.4564100,0 -79.9706400,40.4564900,0 -79.9701100,40.4565400,0 -79.9697900,40.4562700,0</coordinates></LineString>",1/18/2015 10:41:29 PM,#838A00
1484528,PW-217,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9098500,40.4591200,0 -79.9092700,40.4589400,0 -79.9090300,40.4588800,0 -79.9085400,40.4587800,0 -79.9080400,40.4586700,0 -79.9084400,40.4581300,0 -79.9090700,40.4572700,0 -79.9097700,40.4575300,0</coordinates></LineString>",1/18/2015 10:41:48 PM,#838A00
1484531,PW-403,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9922500,40.4143200,0 -79.9882300,40.4144200,0</coordinates></LineString>",1/18/2015 10:42:15 PM,#838A00
1484532,PW-206,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.8857400,40.4519400,0 -79.8847400,40.4517100,0 -79.8847600,40.4518400,0 -79.8848400,40.4520300,0 -79.8849400,40.4521700,0 -79.8852200,40.4525400,0 -79.8852700,40.4526900,0 -79.8854900,40.4534500,0 -79.8856500,40.4540200,0 -79.8850200,40.4540900,0 -79.8842900,40.4541800,0 -79.8833100,40.4543200,0</coordinates></LineString>",1/18/2015 10:42:17 PM,#838A00
1484533,PW-615,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9697900,40.4562700,0 -79.9691400,40.4557100,0 -79.9670600,40.4558000,0 -79.9661700,40.4558500,0</coordinates></LineString>",1/18/2015 10:42:30 PM,#838A00
1484534,PW-217,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9097700,40.4575300,0 -79.9112500,40.4580900,0 -79.9121000,40.4584200,0 -79.9156400,40.4598000,0</coordinates></LineString>",1/18/2015 10:42:49 PM,#838A00
1484536,PW-403,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9882300,40.4144200,0 -79.9880000,40.4144300,0 -79.9879400,40.4144900,0 -79.9877700,40.4147300,0 -79.9875100,40.4151000,0 -79.9870000,40.4163300,0</coordinates></LineString>",1/18/2015 10:43:16 PM,#838A00
1484537,PW-206,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.8833100,40.4543200,0 -79.8807000,40.4546800,0 -79.8801600,40.4542600,0</coordinates></LineString>",1/18/2015 10:43:18 PM,#838A00
1484538,PW-615,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9661700,40.4558500,0 -79.9658600,40.4558600,0 -79.9660400,40.4556500,0 -79.9653900,40.4558600,0 -79.9648200,40.4561000,0 -79.9635600,40.4566400,0 -79.9605100,40.4579100,0 -79.9601500,40.4580100,0</coordinates></LineString>",1/18/2015 10:43:31 PM,#838A00
1484540,PW-604,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9771100,40.4570600,0 -79.9791900,40.4556100,0</coordinates></LineString>",1/18/2015 10:43:37 PM,#838A00
1484541,PW-217,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9156400,40.4598000,0 -79.9157100,40.4598300,0 -79.9156500,40.4600100,0 -79.9156200,40.4601200,0 -79.9156100,40.4602200,0 -79.9156900,40.4606300,0 -79.9158300,40.4612200,0 -79.9159600,40.4616000,0 -79.9160700,40.4618500,0</coordinates></LineString>",1/18/2015 10:43:50 PM,#838A00
1484542,PW-403,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9870000,40.4163300,0 -79.9864400,40.4176400,0 -79.9870300,40.4179400,0</coordinates></LineString>",1/18/2015 10:44:17 PM,#838A00
1484543,PW-206,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.8801600,40.4542600,0 -79.8796900,40.4539000,0 -79.8784100,40.4528800,0</coordinates></LineString>",1/18/2015 10:44:19 PM,#838A00
1484545,PW-405,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9959700,40.4142100,0 -79.9949900,40.4142400,0</coordinates></LineString>",1/18/2015 10:44:25 PM,#838A00
1484546,PW-615,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9601500,40.4580100,0 -79.9577700,40.4586500,0 -79.9576500,40.4586900,0 -79.9572100,40.4588400,0 -79.9569300,40.4589700,0 -79.9567900,40.4590700,0 -79.9566800,40.4592200,0 -79.9563500,40.4597600,0 -79.9563100,40.4598300,0 -79.9555900,40.4606700,0 -79.9550300,40.4612400,0 -79.9547700,40.4615200,0</coordinates></LineString>",1/18/2015 10:44:32 PM,#838A00
1484547,PW-604,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9791900,40.4556100,0 -79.9815800,40.4539700,0 -79.9821900,40.4535600,0 -79.9824200,40.4533800,0</coordinates></LineString>",1/18/2015 10:44:34 PM,#838A00
1484548,PW-217,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9160700,40.4618500,0 -79.9163500,40.4623600,0 -79.9166900,40.4627900,0 -79.9173600,40.4634700,0 -79.9181800,40.4642600,0 -79.9185500,40.4645700,0 -79.9187800,40.4647100,0 -79.9196600,40.4650600,0</coordinates></LineString>",1/18/2015 10:44:51 PM,#838A00
1484551,PW-403,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9870300,40.4179400,0 -79.9883000,40.4185600,0 -79.9898400,40.4196300,0 -79.9902500,40.4199100,0 -79.9906900,40.4201400,0</coordinates></LineString>",1/18/2015 10:45:18 PM,#838A00
1484552,PW-206,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.8784100,40.4528800,0 -79.8771300,40.4518600,0 -79.8770900,40.4519400,0 -79.8765000,40.4523800,0</coordinates></LineString>",1/18/2015 10:45:20 PM,#838A00
1484553,PW-405,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9949900,40.4142400,0 -79.9900600,40.4143800,0</coordinates></LineString>",1/18/2015 10:45:26 PM,#838A00
1484554,PW-615,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9547700,40.4615200,0 -79.9529300,40.4635000,0</coordinates></LineString>",1/18/2015 10:45:33 PM,#838A00
1484555,PW-604,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9824200,40.4533800,0 -79.9839200,40.4523600,0 -79.9841900,40.4521100,0 -79.9847000,40.4517200,0 -79.9857100,40.4510200,0 -79.9867800,40.4503400,0 -79.9874200,40.4499400,0 -79.9875500,40.4499200,0 -79.9881100,40.4495400,0 -79.9882200,40.4494600,0</coordinates></LineString>",1/18/2015 10:45:35 PM,#838A00
1484556,PW-217,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9196600,40.4650600,0 -79.9219300,40.4658500,0 -79.9222000,40.4659100,0 -79.9223400,40.4659900,0 -79.9225100,40.4660700,0 -79.9226800,40.4661500,0 -79.9225400,40.4663900,0 -79.9223300,40.4668700,0</coordinates></LineString>",1/18/2015 10:45:52 PM,#838A00
1484557,PW-212,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.8919700,40.4553700,0 -79.8892500,40.4547500,0 -79.8884500,40.4546000,0 -79.8868000,40.4542100,0 -79.8858800,40.4540100,0 -79.8856500,40.4540200,0 -79.8856900,40.4541400,0</coordinates></LineString>",1/18/2015 10:46:07 PM,#838A00
1484558,PW-403,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9907300,40.4201700,0 -79.9913500,40.4205100,0 -79.9917500,40.4208500,0 -79.9918900,40.4209500,0 -79.9920100,40.4211100,0 -79.9922900,40.4216600,0 -79.9923600,40.4218500,0 -79.9918900,40.4221400,0 -79.9915200,40.4224100,0 -79.9909300,40.4227100,0</coordinates></LineString>",1/18/2015 10:46:19 PM,#838A00
1484559,PW-206,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.8765000,40.4523800,0 -79.8763900,40.4524600,0 -79.8777600,40.4535300,0</coordinates></LineString>",1/18/2015 10:46:21 PM,#838A00
1484560,PW-405,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9900600,40.4143800,0 -79.9882100,40.4144200,0</coordinates></LineString>",1/18/2015 10:46:27 PM,#838A00
1484562,PW-604,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9882200,40.4494600,0 -79.9887900,40.4490700,0 -79.9888300,40.4489900,0 -79.9893500,40.4486600,0 -79.9904800,40.4479300,0 -79.9910100,40.4476200,0 -79.9917800,40.4471200,0 -79.9929900,40.4463400,0 -79.9938500,40.4458000,0</coordinates></LineString>",1/18/2015 10:46:36 PM,#838A00
1484563,PW-217,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9223300,40.4668700,0 -79.9219400,40.4677300,0 -79.9217700,40.4680200,0 -79.9210300,40.4696700,0 -79.9188700,40.4691000,0</coordinates></LineString>",1/18/2015 10:46:53 PM,#838A00
1484564,PW-212,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.8856900,40.4541400,0 -79.8857900,40.4545100,0 -79.8859500,40.4550500,0 -79.8854300,40.4551900,0 -79.8847200,40.4553400,0 -79.8842000,40.4554600,0 -79.8840800,40.4554800,0 -79.8833500,40.4554600,0 -79.8831600,40.4554300,0</coordinates></LineString>",1/18/2015 10:47:08 PM,#838A00
1484566,PW-403,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9909300,40.4227100,0 -79.9893900,40.4233500,0 -79.9891100,40.4234800,0 -79.9888700,40.4236200,0 -79.9885700,40.4238800,0 -79.9884800,40.4240000,0 -79.9884300,40.4241800,0 -79.9884600,40.4243300,0 -79.9885800,40.4245000,0 -79.9887800,40.4246300,0 -79.9890200,40.4247000,0 -79.9893700,40.4246700,0 -79.9895400,40.4246800,0 -79.9899200,40.4247500,0 -79.9901300,40.4248500,0 -79.9902700,40.4249500,0 -79.9903600,40.4250400,0 -79.9904200,40.4251300,0</coordinates></LineString>",1/18/2015 10:47:20 PM,#838A00
1484565,PW-206,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.8777600,40.4535300,0 -79.8781500,40.4538100,0 -79.8790200,40.4545100,0 -79.8798300,40.4551900,0 -79.8795500,40.4554400,0</coordinates></LineString>",1/18/2015 10:47:22 PM,#838A00
1484567,PW-405,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9882100,40.4144200,0 -79.9880000,40.4144300,0 -79.9888300,40.4132500,0 -79.9894300,40.4124000,0 -79.9895300,40.4122300,0 -79.9898900,40.4114100,0 -79.9900900,40.4109500,0</coordinates></LineString>",1/18/2015 10:47:28 PM,#838A00
1484568,PW-615,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9529300,40.4635000,0 -79.9528100,40.4636300,0 -79.9529400,40.4636500,0 -79.9531700,40.4636200,0 -79.9539400,40.4634000,0 -79.9550900,40.4631900,0 -79.9549400,40.4627400,0 -79.9539400,40.4629200,0 -79.9538900,40.4629300,0 -79.9538300,40.4629700,0 -79.9537800,40.4630400,0 -79.9537700,40.4631300,0 -79.9538100,40.4632400,0 -79.9538800,40.4632900,0 -79.9539500,40.4633300,0 -79.9540300,40.4633700,0 -79.9539400,40.4634000,0 -79.9538600,40.4633600,0 -79.9538400,40.4633600,0 -79.9536100,40.4633700,0 -79.9535300,40.4633600,0 -79.9534700,40.4633200,0 -79.9534500,40.4632600,0 -79.9534900,40.4631700,0 -79.9539900,40.4625700,0 -79.9540100,40.4625300,0 -79.9540300,40.4624400,0 -79.9542200,40.4622500,0</coordinates></LineString>",1/18/2015 10:47:35 PM,#838A00
1484569,PW-604,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9938500,40.4458000,0 -79.9939800,40.4457200,0 -79.9940700,40.4456900,0 -79.9941900,40.4459200,0 -79.9943600,40.4463600,0 -79.9944900,40.4465300,0 -79.9947700,40.4467800,0 -79.9949000,40.4468500,0 -79.9951100,40.4469000,0 -79.9952600,40.4468900,0 -79.9955800,40.4468000,0 -79.9961000,40.4465800,0 -79.9969600,40.4462600,0 -79.9978300,40.4459300,0 -79.9983300,40.4457600,0 -79.9990900,40.4454800,0 -79.9993400,40.4454000,0</coordinates></LineString>",1/18/2015 10:47:37 PM,#838A00
1484570,PW-217,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9188700,40.4691000,0 -79.9178200,40.4688100,0 -79.9169200,40.4685500,0 -79.9169300,40.4684800,0 -79.9166400,40.4680000,0 -79.9163600,40.4675300,0 -79.9162600,40.4673600,0 -79.9162400,40.4672700,0 -79.9162100,40.4671400,0 -79.9161600,40.4670300,0 -79.9160900,40.4669300,0 -79.9159200,40.4666900,0 -79.9156700,40.4664200,0 -79.9155100,40.4662100,0</coordinates></LineString>",1/18/2015 10:47:54 PM,#838A00
1484571,PW-212,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.8831600,40.4554300,0 -79.8833500,40.4554600,0 -79.8838000,40.4554700,0 -79.8841300,40.4554800,0 -79.8853600,40.4552000,0 -79.8859500,40.4550500,0 -79.8857100,40.4542200,0 -79.8856500,40.4540200,0 -79.8850200,40.4540900,0 -79.8848900,40.4541100,0</coordinates></LineString>",1/18/2015 10:48:09 PM,#838A00
1484572,PW-403,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9904200,40.4251300,0 -79.9905500,40.4253700,0 -79.9907100,40.4255100,0 -79.9916800,40.4260500,0 -79.9922300,40.4263300,0 -79.9925200,40.4264000,0 -79.9929500,40.4264100,0 -79.9932700,40.4264200,0 -79.9934800,40.4264800,0 -79.9936000,40.4265400,0 -79.9937100,40.4266100,0 -79.9938400,40.4267200,0 -79.9939100,40.4268200,0 -79.9940300,40.4270000,0 -79.9942800,40.4272200,0 -79.9946200,40.4273800,0 -79.9949900,40.4274900,0 -79.9956100,40.4276300,0 -79.9960400,40.4277700,0</coordinates></LineString>",1/18/2015 10:48:21 PM,#838A00
1484573,PW-206,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.8795500,40.4554400,0 -79.8779300,40.4569300,0 -79.8774200,40.4572600,0 -79.8762200,40.4579300,0 -79.8758600,40.4581500,0 -79.8757100,40.4578100,0 -79.8757100,40.4577800,0 -79.8758600,40.4569700,0 -79.8758700,40.4567800,0</coordinates></LineString>",1/18/2015 10:48:23 PM,#838A00
1484574,PW-405,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9900900,40.4109500,0 -79.9911000,40.4087400,0 -79.9916400,40.4076000,0 -79.9919500,40.4071100,0 -79.9921900,40.4068300,0</coordinates></LineString>",1/18/2015 10:48:29 PM,#838A00
1484575,PW-615,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9542200,40.4622500,0 -79.9553200,40.4610900,0 -79.9559600,40.4603800,0 -79.9565900,40.4596800,0 -79.9571300,40.4591300,0 -79.9572800,40.4589600,0 -79.9574000,40.4589000,0 -79.9575200,40.4588400,0 -79.9576800,40.4587800,0 -79.9578900,40.4588000,0 -79.9579400,40.4588100,0</coordinates></LineString>",1/18/2015 10:48:36 PM,#838A00
1484576,PW-604,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9993400,40.4454000,0 -80.0027600,40.4443400,0 -80.0028600,40.4443100,0 -80.0041300,40.4439900,0 -80.0041800,40.4439900,0 -80.0049200,40.4438200,0 -80.0057600,40.4437000,0 -80.0080800,40.4431900,0</coordinates></LineString>",1/18/2015 10:48:38 PM,#838A00
1484577,PW-217,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9155100,40.4662100,0 -79.9153200,40.4660200,0 -79.9148300,40.4655500,0 -79.9145500,40.4652700,0 -79.9139400,40.4655000,0 -79.9127800,40.4659500,0 -79.9113300,40.4665300,0</coordinates></LineString>",1/18/2015 10:48:55 PM,#838A00
1484578,PW-212,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.8848900,40.4541100,0 -79.8856500,40.4540200,0 -79.8853300,40.4528700,0 -79.8852200,40.4525400,0 -79.8848900,40.4521100,0 -79.8847900,40.4519300,0 -79.8847500,40.4517800,0 -79.8845800,40.4510400,0 -79.8843500,40.4501600,0 -79.8843200,40.4500400,0</coordinates></LineString>",1/18/2015 10:49:10 PM,#838A00
1484579,PW-403,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9960400,40.4277700,0 -79.9963000,40.4279000,0 -79.9967200,40.4281700,0 -79.9975200,40.4286400,0 -79.9982000,40.4289800,0 -79.9981500,40.4290700,0 -79.9981200,40.4291200,0 -79.9980900,40.4291400,0 -79.9979900,40.4291800,0 -79.9979300,40.4291800,0 -79.9976900,40.4291000,0 -79.9974800,40.4290200,0 -79.9970700,40.4288300,0 -79.9969600,40.4287800,0</coordinates></LineString>",1/18/2015 10:49:22 PM,#838A00
1484580,PW-206,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.8758700,40.4567800,0 -79.8759400,40.4544700,0</coordinates></LineString>",1/18/2015 10:49:24 PM,#838A00
1484581,PW-405,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9921900,40.4068300,0 -79.9923400,40.4066300,0 -79.9923600,40.4065100,0 -79.9923300,40.4064100,0 -79.9922700,40.4063100,0 -79.9921700,40.4062300,0 -79.9914700,40.4058400,0 -79.9912500,40.4056700,0 -79.9908600,40.4052800,0 -79.9906300,40.4049500,0 -79.9904700,40.4046000,0 -79.9901800,40.4039900,0</coordinates></LineString>",1/18/2015 10:49:30 PM,#838A00
1484583,PW-615,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9579400,40.4588100,0 -79.9583400,40.4588000,0 -79.9587300,40.4587300,0 -79.9595300,40.4584000,0 -79.9605600,40.4579700,0 -79.9627100,40.4570800,0 -79.9649600,40.4561200,0 -79.9654500,40.4559200,0</coordinates></LineString>",1/18/2015 10:49:37 PM,#838A00
1484584,PW-413,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9962600,40.4142100,0 -79.9943400,40.4142600,0 -79.9929800,40.4143000,0 -79.9929600,40.4139200,0 -79.9929300,40.4133200,0 -79.9929300,40.4132900,0 -79.9929600,40.4132300,0 -79.9930400,40.4132400,0 -79.9939400,40.4135200,0 -79.9949500,40.4135200,0 -79.9950100,40.4135500,0 -79.9950300,40.4137200,0 -79.9950700,40.4137900,0 -79.9951100,40.4138100,0 -79.9959600,40.4138000,0</coordinates></LineString>",1/18/2015 10:49:37 PM,#838A00
1484585,PW-604,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-80.0080800,40.4431900,0 -80.0082000,40.4431800,0 -80.0084000,40.4432000,0 -80.0086000,40.4432600,0 -80.0087800,40.4433900,0 -80.0088600,40.4435000,0 -80.0089400,40.4436500,0 -80.0091500,40.4441800,0 -80.0094200,40.4449800,0 -80.0095600,40.4454000,0 -80.0096200,40.4456700,0 -80.0097600,40.4461000,0 -80.0097900,40.4462200,0 -80.0098400,40.4463600,0 -80.0100700,40.4469200,0 -80.0101700,40.4470300,0 -80.0102800,40.4471700,0 -80.0103400,40.4472500,0 -80.0106800,40.4476400,0 -80.0111800,40.4479800,0 -80.0116200,40.4481700,0 -80.0119600,40.4482600,0 -80.0121800,40.4483000,0</coordinates></LineString>",1/18/2015 10:49:39 PM,#838A00
1484587,PW-603,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9667300,40.4616200,0 -79.9639200,40.4618500,0 -79.9620000,40.4620300,0 -79.9615600,40.4621000,0</coordinates></LineString>",1/18/2015 10:49:47 PM,#838A00
1484588,PW-413,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9959600,40.4138000,0 -79.9970400,40.4137900,0 -79.9970400,40.4141800,0 -79.9968700,40.4141900,0 -79.9943400,40.4142600,0 -79.9929800,40.4143000,0 -79.9929600,40.4139200,0 -79.9929300,40.4133200,0 -79.9929300,40.4132900,0 -79.9929600,40.4132300,0 -79.9930400,40.4132400,0 -79.9939400,40.4135200,0 -79.9941200,40.4135300,0 -79.9949500,40.4135200,0 -79.9949900,40.4135300,0 -79.9950100,40.4135500,0 -79.9950300,40.4137200,0 -79.9950700,40.4137900,0 -79.9951100,40.4138100,0 -79.9959500,40.4138000,0</coordinates></LineString>",1/18/2015 10:49:55 PM,#838A00
1484589,PW-217,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.9113300,40.4665300,0 -79.9101700,40.4669600,0 -79.9089400,40.4673600,0 -79.9084400,40.4675000,0 -79.9080000,40.4676000,0 -79.9072000,40.4678300,0 -79.9071400,40.4678600,0 -79.9069800,40.4677700,0</coordinates></LineString>",1/18/2015 10:49:56 PM,#838A00
1484590,PW-212,Plow & Spreader,"<LineString><tessellate>1</tessellate><coordinates>-79.8843200,40.4500400,0 -79.8842200,40.4496400,0 -79.8840500,40.4489100,0 -79.8836900,40.4475700,0 -79.8834000,40.4464100,0 -79.8833800,40.4461900,0</coordinates></LineString>",1/18/2015 10:50:11 PM,#838A00
